"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
10.2167297901625,10.3054814334794,10.3659314849643,10.5033068211445,10.5781410736314,10.6275623501305,10.4647371587833,10.5245977532901,10.2867630741081,10.485265562868,10.5705863533403
11.5915600084379,11.7473397466531,11.7545518261798,11.7850917545372,11.9498774198524,11.8539574669448,11.8355677737326,11.968197033481,11.6002789744715,11.7622662770584,11.8744407838549
11.9740871012271,12.1399660623834,12.2191052233787,12.1656231553039,12.3814518148782,12.1328639671206,12.3000751014532,12.2402330291756,12.1247987530359,12.1116041912364,12.1434801160162
2.65448918494707,3.63095311064706,4.1591196329654,3.80848028765886,4.22582756245571,3.70536218463087,3.77284419045198,4.30659907627828,2.72196750545217,4.25624784834424,3.04976716852695
6.86418601607582,5.95000712609102,5.64352937799258,5.5769689542992,5.66241041107982,6.40534618952803,5.55399804604497,3.48155772259936,6.11698617303678,5.49836902374666,5.43006418559465
9.42659084306874,10.1845436275498,10.1028700751738,10.3374632270492,10.3438605674763,9.82801305053385,10.0282434691413,10.2332542410525,9.97070232661622,10.1002324650578,9.93491954848782
6.31154904692817,6.90345196739738,7.447282182731,6.89882637776634,7.61068094184846,6.28373202524238,7.06805707237583,7.24334670958951,6.45507765822097,6.94492536617778,7.2754237158053
6.8316780142132,7.08077986716109,6.99051455278933,6.53415313133682,7.53328500040337,6.37345999719454,7.12867745144209,5.75490981381139,6.49177459511093,6.19882289643804,6.13268806633932
6.3069193233283,6.42985501225852,6.549007251101,6.97677915786234,6.69286292030505,7.20349032054958,6.60074806732717,5.69670859326877,6.65524627811212,8.27083770843263,7.03313153428865
6.10160977141447,4.13102428849378,3.31886057335112,3.31622137434808,2.89573465980782,3.22784699290966,4.06293750239753,4.47447629627286,4.05526212776699,3.88235541356186,3.41695615511744
9.7547542396001,10.3138816614855,10.3262088895976,10.5313259078721,10.5712607919449,10.0608861500917,10.2070541495469,10.5651049795783,10.2594334205857,10.0903582551169,10.1775525093488
5.97642565615604,5.22519593351427,4.8577611614137,4.82420296573829,4.58148747289001,5.2549621222467,4.94488790639357,5.31785230726119,5.16235833075513,5.50190764329042,5.57469157603232
5.62624391436262,4.96788331978904,4.76715099416568,5.39770631852768,5.16761660783509,5.60451405885469,4.98009433587013,6.07026155971489,5.38314255439978,5.80163630784902,5.30537638202009
9.08169188459872,9.29381768866929,9.01238060057009,9.31222215305216,9.14425021151364,9.09192185454134,8.96796773608616,9.50483234646265,9.2434816003829,8.88136592437436,9.07100122291438
5.09008557333012,4.77922606727772,4.87315979608626,5.09324018707237,4.63674648492457,5.06213110035958,4.6095665452655,3.7479855739725,4.72616335544917,4.64700036300126,5.23139102556063
10.6863230766629,10.0819669392861,9.59126070067631,9.75483479552961,9.61829746293896,9.77662254256142,10.0266114239994,9.36538198897298,10.18983538787,9.24951080213179,9.3907270851185
9.09014406109563,8.59097534970438,7.52291630775867,6.16577680182904,6.98598433061638,8.21003012660975,8.29331596498665,6.65396076011035,8.52099939217531,6.73288372580679,7.6172392523258
7.35760017314579,7.40996300904453,7.17737081187139,7.02314665987381,7.35056982170573,6.97377997197202,7.35224941326921,7.35384278359747,6.9991398369546,7.40458899202808,7.37947364674898
5.258280753253,5.29843795250651,5.66020281690606,5.47473003027116,5.76584801677891,5.58397505202636,5.3321992240961,6.10589221622219,5.6060092884674,6.03588520570115,5.08619663314816
8.6567310604191,9.52361393606807,9.63423033293169,9.74978488731198,9.82908661260838,9.15284757471391,9.42001381096006,9.91804745394669,9.2482303648117,9.37448390536845,9.73159142615392
5.30717201308728,6.04416516056483,6.31803118233553,6.09344981069476,6.56370265959359,5.59181171017161,6.22079215146003,6.12718938693402,5.68701793171229,5.95107395687879,5.35772920296588
6.81965981005843,6.36886318526188,6.22798344128445,5.72015797807135,6.53302333122946,6.25974615673387,6.0987826949796,6.6189307062315,6.07783938313272,6.00617103155169,6.07724069140508
3.04451513165724,3.0087567226461,3.20141591826826,3.49312555535272,3.48594081354128,3.45553094248075,2.85411004435664,2.82989767541974,3.18822556996475,4.14169194055667,1.13739798079838
3.75753134321535,3.21985704355491,3.09627312724579,3.95162331144204,3.80752631329527,3.63973427856704,3.45953572441347,0.868128526570191,3.65222417897916,4.60693653419008,2.10932966244672
11.6031393612598,6.54524491261215,5.42728532593922,5.64346982523937,5.57202495953363,9.79701547765614,5.98310146783706,7.00787751718741,10.1154739815258,6.38343229991996,6.18629300184768
9.27354534132261,3.51115804872443,2.95956874673933,3.10577310775807,3.24694265355927,3.33010833665046,3.47004975105779,4.04194835199121,7.39912475387836,4.6871405579573,3.17194221551378
5.68458431707046,5.42305457514082,5.75672077899256,5.55929478506213,5.5161206742944,5.69399315077758,5.3071357809896,5.28144651565164,5.50366534699629,6.29773791671484,5.95986436029924
9.59291291792683,10.0923527161638,10.1639768318331,10.2399488971437,10.3794188687748,9.87102436431282,10.02960441798,10.5906336078434,9.99987343114015,9.86063798918273,10.0607760261145
3.50158327288079,4.21053128516514,5.34281219730935,6.2660567816739,5.81417680587664,5.65621028364747,4.55615444387852,4.23402187921234,4.97395106995635,5.85159704748691,5.90166908666002
9.73233510739197,10.3410182285297,10.3220678563667,10.3389893185807,10.5705587006507,9.88374938023145,10.3008676094964,10.2034192542325,10.0539456052152,9.89825567892363,10.0688376903498
6.90606566400694,7.01098655721196,7.18092991533534,6.83992086860183,7.15218915112315,7.03132953273756,7.25602487758284,5.58259022800344,7.11655623429823,7.37338597774698,7.0019674384288
0.2712082720411,1.28344597589066,1.70530318361276,1.34991841339983,2.312401178972,1.17930290115073,1.00783472474775,1.87971663454911,0.757707153372516,4.55063073998066,1.81611050001403
7.36780936963779,7.62190959667457,7.73397960597808,7.542004866963,7.81434412838538,7.27728590510772,7.66000415556977,7.80208943040482,7.51146106397354,7.63106013016948,7.45896569773174
7.19405630530709,6.94167780993506,8.45820381241126,9.32338419874627,8.19191779769936,9.02464896382019,7.3367745121078,8.20225834155257,8.18793422719386,7.77257954542022,7.50735932714374
6.76681963470563,6.7684970549163,6.89769336580624,6.98490319217334,6.71997657729399,7.19477568938758,6.80276750393806,6.98614391972613,6.8760857080842,6.94991627293078,7.23649872535391
5.92940146984499,6.39498249986117,6.70943710283614,6.82056878628118,6.77246954579626,6.84941486335291,6.47413771743514,6.68766486679511,6.50055260809786,6.09674242716083,6.54697241108872
7.40291125730228,7.38755059148643,7.46308544775479,7.59479940668207,7.4574996918042,7.44696756659327,7.56972183772415,7.1774816799254,7.35918903147082,6.91164733408594,6.95734524100655
8.63810527774579,9.47530919776041,9.65068582332972,9.61731236271461,9.84959531017008,9.10285003953456,9.4548936539838,9.84408044533849,9.21193305092763,9.45588918020395,9.38236979323747
8.15113677654231,7.78247442862923,7.45532474180067,7.77531335145169,7.65734276194897,8.31894211573268,7.6599226483789,9.19580386530859,7.41036768796059,8.13267344535646,7.92070933129149
7.75579155945953,8.67902820181184,8.8138327329032,8.82250176435888,8.99500362364645,8.15288733714048,8.5629503606157,8.78075283075314,8.47256884222677,8.44693991958293,8.5317012264645
4.84152272061243,6.13555174779217,8.09564845762982,8.2304571893615,8.67945563483779,7.92836506841351,6.55549378542275,6.2036237874795,7.01813031276212,6.44429193459945,6.78638429033364
4.95186843529771,4.51365388153296,5.04794468556937,4.8724518855051,4.72510275999017,4.67857060444196,4.49416397041536,5.43618292777144,4.7072377790568,5.24843582691334,4.6823213746521
4.12019344406678,4.30670273523593,4.7547416144244,4.67420926471078,4.70237050302274,4.70051917372713,4.30879249221589,4.1703208239844,4.38251055920158,4.83243853850392,4.15987912252838
9.39643694255582,8.6087529312616,8.25234566505654,7.92942669124293,8.11048657124799,8.38302027804538,8.54164910500178,7.17601085995444,8.63510303891803,7.92309736076327,8.22845825061302
6.45200990486259,6.00705827181685,5.65045830715876,5.55495501660721,5.61193391112959,5.65518759690096,5.94659898409647,5.69843886724137,5.85686046093601,5.82551645662106,6.18833013449047
4.4357920333897,4.05477733580573,3.70137225054285,3.28578159990641,3.55444427686444,3.67013289847255,4.29474138384731,2.93739717646183,3.76156506061669,2.31209998505313,3.04654700638335
7.41619122104008,7.33168745970837,7.10199751059911,7.05084523016507,7.10161729290076,6.96858112988967,7.50910476944443,6.62275108764031,7.30328245583299,6.51213880415024,6.32063059666913
11.4293128219996,10.6784061963886,9.43923691019197,9.83205123732763,9.27168102847968,10.7831844212183,10.2936237914459,9.30650906782912,10.8499175147615,9.26218544525228,9.74474782585279
6.09910129578333,6.07196772365462,6.29050178108416,6.07806351168917,6.31445929637607,5.85107861931247,6.07297507101125,5.67567519133676,6.01348700403933,5.95829389716959,5.64559144618654
5.99425126271816,5.55136535823598,5.72936101974961,5.78850309225519,5.75563629238794,5.77068632697216,5.75292845819038,5.41152753168269,5.66629719545874,5.99663605370007,5.75836750638455
5.4523847523995,4.95768664910566,4.56294772591352,5.10405203523172,4.51074676642968,5.39217061954152,5.22552148596148,4.7680747575492,5.32867319845511,3.81888260539213,3.82724454138224
7.99811177279447,8.10605099157115,8.01236551829634,7.92832966594466,8.28135294273783,7.54764413845975,8.13168192587781,7.99829173991212,7.82469282164439,7.7433933538034,7.8570367109891
